timestamp,open,high,low,close,volume,ltq,bid_price,ask_price,bid_quantity,ask_quantity,bid_ask_imbalance,ltq_change,price_change,volume_change,smma_20,smma_120,smma_spread,smma_spread_change,ltq_acceleration,price_change_pct,bid_ask_spread,signal,future_close,future_return,target
2026-08-11 09:15:00,100.22685035352004,100.5583843606454,99.76806929871464,100.14901424590336,224713,5233,100.10236945904133,100.23530555371995,1624528,1748853,-0.03685471638098394,,,,,,,,,,0.13293609467862666,NONE,101.87029193127287,0.017187165528590554,0
2026-08-11 09:16:00,100.11912554543274,100.66602772032245,99.72759187017154,100.1742441170656,155612,1577,100.12741641912488,100.27357720589964,536368,1500624,-0.47337250219932137,-3656.0,0.025229871162238737,-69101.0,,,,,,0.025192331000178925,0.1461607867747574,NONE,101.79663008422592,0.01619563972216625,0
2026-08-11 09:17:00,100.35342807660848,100.56508338442592,100.21882800442212,100.4352479649507,200474,9007,100.37627175451593,100.50639337888084,1357247,944162,0.17949221542107466,7430.0,0.26100384788510667,44862.0,,,,,11086.0,0.26054985509058604,0.13012162436491792,NONE,101.93514568364984,0.014933977354469783,0
2026-08-11 09:18:00,100.95849301458342,101.44369227672352,100.69105922377562,100.95883046032452,398303,1227,100.8999181720262,101.05313237372457,1639269,1793531,-0.044937660219063154,-7780.0,0.523582495373816,197829.0,,,,,-15210.0,0.5213134890218241,0.1532142016983613,NONE,101.42694663132696,0.004636703583708796,0
2026-08-11 09:19:00,100.9382039073856,101.17083930453389,100.71673067332928,100.9552223696381,139710,3328,100.90047852620864,101.03964778189568,1083188,1866053,-0.265446262275616,2101.0,-0.00360809068642709,-258593.0,,,,,9881.0,-0.0035738237754712188,0.13916925568703675,NONE,100.97510269521764,0.00019692221078727073,0
2026-08-11 09:20:00,100.90624892025322,101.12533112284282,100.75696741587424,100.95157172518594,213096,3731,100.92944100454338,101.03757009516676,1927206,1182637,0.2394233406638213,403.0,-0.0036506444521506864,73386.0,,,,,-1698.0,-0.0036161026309100563,0.10812909062337894,NONE,100.87188255945384,-0.000789380139113022,0
2026-08-11 09:21:00,101.56150542419324,101.51704144293222,101.04815441176235,101.49186667944755,309417,1430,101.43721988638252,101.55308942078844,1200526,1188874,0.004876538043023353,-2301.0,0.5402949542616113,96321.0,,,,,-2704.0,0.5352021221942227,0.11586953440591685,NONE,100.63332240194352,-0.008459242159922711,0
2026-08-11 09:22:00,101.88408755227336,101.81493966034613,101.34159027608132,101.78855703141632,311463,2709,101.76333768037846,101.83296984522882,722182,753130,-0.02097725769193228,1279.0,0.29669035196876337,2046.0,,,,,3580.0,0.2923291901860692,0.06963216485036128,NONE,100.79269721360951,-0.009783612685455773,0
2026-08-11 09:23:00,101.72293233040848,102.06009726975262,101.54618345945852,101.71409164177928,469556,6782,101.69273942101267,101.8082018683082,656405,738408,-0.058791393541643214,4073.0,-0.07446538963704086,158093.0,,,,,2794.0,-0.07315693611223972,0.11546244729552768,NONE,100.5851904474211,-0.011098768873972618,0
2026-08-11 09:24:00,102.09089476610797,102.17210625521945,101.63560688099508,101.94314175800244,194924,2234,101.84920364344173,101.99203230380786,631016,1114181,-0.276854131653905,-4548.0,0.2290501162231635,-274632.0,,,,,-8621.0,0.2251901506723719,0.14282866036613484,NONE,100.22618808498216,-0.01684226759555903,0
2026-08-11 09:25:00,101.75612301985952,101.98355274429092,101.40683815019996,101.87029193127287,368602,9493,101.80584643008956,101.92878567432534,1777723,1579420,0.0590689762098308,7259.0,-0.0728498267295663,173678.0,,,,,11807.0,-0.07146123365757706,0.12293924423578062,NONE,100.73034823971405,-0.011190148471625992,0
2026-08-11 09:26:00,101.77726413829797,102.10361523738854,101.31560083475524,101.79663008422592,493137,6205,101.72727597899473,101.8467803718672,548070,876645,-0.23062507238289764,-3288.0,-0.07366184704694945,124535.0,,,,,-10547.0,-0.0723094492520393,0.1195043928724715,NONE,100.72684617405385,-0.010509030694699271,0
2026-08-11 09:27:00,101.86346345158957,102.0615747427749,101.6806661634388,101.93514568364984,397668,2420,101.88898425331983,101.99597933190626,900337,932911,-0.017768463404842116,-3785.0,0.13851559942391134,-95469.0,,,,,-497.0,0.13607090854510506,0.10699507858642221,NONE,100.8110893264924,-0.011027171733740296,0
2026-08-11 09:28:00,101.24029296961965,101.71576250849915,101.2005342286848,101.42694663132696,237925,1768,101.33513835105462,101.47929208843628,1170037,542510,0.3664290673482246,-652.0,-0.5081990523228797,-159743.0,,,,,3133.0,-0.49855135725223043,0.14415373738165727,NONE,100.4473920381378,-0.009657735204725192,0
2026-08-11 09:29:00,100.96683462663336,101.15470706870896,100.83575553725336,100.97510269521764,402621,7034,100.90768895115546,100.98941977548978,1211921,1980929,-0.24085315627104312,5266.0,-0.45184393610931295,164696.0,,,,,5918.0,-0.445487073323525,0.08173082433431489,NONE,100.3475355205402,-0.006215068446839624,0
