entry_time,exit_time,signal,entry_price,exit_price,pnl,pnl_pct
2026-08-11 12:08:00,2026-08-11 12:18:00,BUY,101.42641139441838,102.78216491109744,1.3557535166790586,1.3366868629581303
2026-08-11 13:21:00,2026-08-11 13:31:00,SELL,98.86213592662986,98.73641696158458,0.12571896504528013,0.1271659405968954
2026-08-11 14:58:00,2026-08-11 15:08:00,BUY,100.08795959019488,99.74071881440344,-0.3472407757914482,-0.3469356126483226
2026-08-11 15:50:00,2026-08-11 16:00:00,SELL,98.9557358122979,97.9998147156662,0.9559210966316982,0.9660087803752144
2026-08-11 17:10:00,2026-08-11 17:20:00,BUY,100.0064879026742,101.2179989168978,1.2115110142236034,1.2114324176673816
2026-08-11 18:35:00,2026-08-11 18:45:00,SELL,98.953461733126,98.10906885251916,0.844392880606847,0.8533232347991471
2026-08-11 19:33:00,2026-08-11 19:43:00,BUY,101.56834140126864,103.1586560475414,1.590314646272759,1.5657582119903508
2026-08-11 21:06:00,2026-08-11 21:16:00,SELL,99.19654987538904,97.96147856235145,1.2350713130375937,1.2450748686210291
2026-08-12 00:20:00,2026-08-12 00:30:00,BUY,99.67122750136689,101.05255534190756,1.3813278405406777,1.385884246807068
2026-08-12 07:30:00,2026-08-12 07:40:00,SELL,110.45948081949815,109.5210531644656,0.9384276550325552,0.8495673237556132
2026-08-12 09:02:00,2026-08-12 09:12:00,BUY,111.91290400479012,113.31664161835492,1.4037376135648003,1.2543125621194828
2026-08-12 15:27:00,2026-08-12 15:37:00,SELL,118.72484483574624,116.56606434004964,2.158780495696604,1.8183055944888697
2026-08-12 17:26:00,2026-08-12 17:36:00,BUY,119.23843325138492,119.69898773451727,0.4605544831323556,0.3862466744773388
2026-08-12 21:11:00,2026-08-12 21:21:00,SELL,119.8297133505361,120.26487041124513,-0.43515706070903093,-0.36314620851680784
2026-08-12 22:01:00,2026-08-12 22:11:00,BUY,122.2340477361337,122.43563213875674,0.20158440262304111,0.16491673666751247
2026-08-12 23:02:00,2026-08-12 23:12:00,SELL,120.1185402027686,117.96997817272045,2.1485620300481543,1.7887014164684565
2026-08-13 02:59:00,2026-08-13 03:09:00,BUY,119.9080227385368,121.53844464204865,1.630421903511845,1.3597271193997011
2026-08-13 07:41:00,2026-08-13 07:51:00,SELL,122.571575045835,121.51209900738851,1.0594760384464905,0.864373357403872
2026-08-13 11:09:00,2026-08-13 11:19:00,BUY,124.11132678141549,124.7763760158535,0.6650492344380154,0.5358489443991669
2026-08-13 12:22:00,2026-08-13 12:32:00,SELL,121.55808055088592,122.49981447119866,-0.9417339203127426,-0.7747193078772905
2026-08-13 13:28:00,2026-08-13 13:38:00,BUY,123.19920029565162,123.66205362519698,0.46285332954535363,0.3756950762948177
2026-08-13 14:12:00,2026-08-13 14:22:00,SELL,121.22554195529612,121.4591415018346,-0.23359954653847126,-0.19269829012157758
2026-08-13 16:52:00,2026-08-13 17:02:00,BUY,120.84886390566736,121.73172804608512,0.882864140417766,0.7305522881099779
2026-08-13 17:19:00,2026-08-13 17:29:00,SELL,118.12235125995828,117.86962430780495,0.2527269521533242,0.21395354008585066
2026-08-13 18:51:00,2026-08-13 19:01:00,BUY,120.522341553393,121.99907648741296,1.4767349340199587,1.2252789939081505
2026-08-13 23:49:00,2026-08-13 23:59:00,SELL,124.29657413959912,124.89015404077014,-0.5935799011710259,-0.4775512963892058
2026-08-14 03:34:00,2026-08-14 03:44:00,BUY,119.9226657432894,120.82638639021462,0.9037206469252226,0.7535861893361828
2026-08-14 04:08:00,2026-08-14 04:18:00,SELL,116.78951975254896,116.12344730153816,0.6660724510107912,0.5703186830650993
2026-08-14 05:24:00,2026-08-14 05:34:00,BUY,119.44342298234147,120.55100201146804,1.107579029126569,0.9272833961651565
2026-08-14 07:03:00,2026-08-14 07:13:00,SELL,117.82185541777868,115.61507535119928,2.206780066579398,1.872980236777367
2026-08-14 13:15:00,2026-08-14 13:25:00,BUY,109.25807930019066,110.7592538122619,1.5011745120712447,1.3739711714560823
2026-08-14 15:03:00,2026-08-14 15:13:00,SELL,108.5563089479141,108.69473707844854,-0.13842813053443592,-0.12751735194023084
2026-08-14 15:52:00,2026-08-14 16:02:00,BUY,111.28704466291856,111.36717569530975,0.08013103239119346,0.07200391800672334
2026-08-14 16:58:00,2026-08-14 17:08:00,SELL,107.28097793033592,106.06013532209948,1.2208426082364383,1.1379860920257512
